,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9
1169,0.0004551661356,0.0004551661356,0.0004551661356,0.002730996814,0.0004551661356,0.9927173418,0.0004551661356,0.0004551661356,0.0004551661356
1170,0.0004551661356,0.0004551661356,0.0004551661356,0.0004551661356,0.0004551661356,0.9949931725,0.0004551661356,0.0004551661356,0.0004551661356
1171,0.0017206768,0.1307714368,0.0002867794666,0.0002867794666,0.0002867794666,0.0002867794666,0.0002867794666,0.04617149412,0.0002867794666
1172,0.0002867794666,0.06624605678,0.0002867794666,0.0002867794666,0.004588471465,0.0017206768,0.0002867794666,0.08201892744,0.0002867794666
1173,0.00332963374,0.0005549389567,0.2114317425,0.0005549389567,0.0005549389567,0.0005549389567,0.02275249723,0.0005549389567,0.0005549389567
1174,0.0005549389567,0.00332963374,0.2530521643,0.00332963374,0.0005549389567,0.0005549389567,0.0005549389567,0.0005549389567,0.0005549389567
1175,0.0005549389567,0.0005549389567,0.2336293008,0.0005549389567,0.0005549389567,0.0005549389567,0.0005549389567,0.0005549389567,0.0005549389567
1176,0.0005549389567,0.0005549389567,0.2169811321,0.0005549389567,0.00332963374,0.0005549389567,0.0005549389567,0.0005549389567,0.0005549389567
1177,0.00280767431,0.1385119326,0.00280767431,0.2835751053,0.04492278896,0.01918577445,0.03790360318,0.3280299485,0.09405708938
1178,0.005147402901,0.1782873187,0.0004679457183,0.2414599906,0.02152550304,0.02386523163,0.02152550304,0.3420683201,0.1151146467
1179,0.0006035003018,0.08509354255,0.0006035003018,0.0006035003018,0.0006035003018,0.0006035003018,0.07604103802,0.003621001811,0.0006035003018
1180,0.0006035003018,0.1031985516,0.009656004828,0.006638503319,0.0006035003018,0.0006035003018,0.02776101388,0.006638503319,0.0006035003018
1181,0.003621001811,0.1031985516,0.0006035003018,0.0006035003018,0.003621001811,0.0006035003018,0.05793602897,0.0006035003018,0.0006035003018
1182,0.0006035003018,0.08811104406,0.0006035003018,0.006638503319,0.0006035003018,0.0006035003018,0.09414604707,0.01870850935,0.0006035003018
1183,0.000705716302,0.000705716302,0.06069160198,0.2159491884,0.06422018349,0.004234297812,0.02540578687,0.000705716302,0.04304869442
1184,0.000705716302,0.004234297812,0.06422018349,0.1841919548,0.1171489061,0.000705716302,0.000705716302,0.000705716302,0.03952011291
1185,0.000599880024,0.01559688062,0.000599880024,0.1415716857,0.01559688062,0.0125974805,0.1115776845,0.009598080384,0.07858428314
1186,0.000599880024,0.02459508098,0.000599880024,0.1655668866,0.0125974805,0.006598680264,0.03659268146,0.000599880024,0.1445710858
1187,0.0003213367609,0.07583547558,0.0003213367609,0.1111825193,0.0003213367609,0.006748071979,0.0003213367609,0.0003213367609,0.0003213367609
1188,0.001928020566,0.07744215938,0.001928020566,0.1063624679,0.0003213367609,0.008354755784,0.0003213367609,0.00353470437,0.0003213367609
1189,0.0005341880342,0.03525641026,0.05929487179,0.003205128205,0.02991452991,0.0005341880342,0.003205128205,0.003205128205,0.0005341880342
1190,0.0005341880342,0.06730769231,0.07799145299,0.003205128205,0.05929487179,0.0005341880342,0.0005341880342,0.0005341880342,0.0005341880342
1191,0.0004061738424,0.0004061738424,0.0004061738424,0.1527213647,0.6482534525,0.01259138911,0.002437043054,0.154752234,0.0268074736
1192,0.0004061738424,0.01868399675,0.00852965069,0.1811535337,0.5792038993,0.00852965069,0.0004061738424,0.193338749,0.00852965069
1193,0.0006527415144,0.0006527415144,0.0006527415144,0.7349869452,0.003916449086,0.05939947781,0.0137075718,0.0006527415144,0.1768929504
1194,0.0006527415144,0.003916449086,0.0006527415144,0.6925587467,0.0006527415144,0.1018276762,0.0006527415144,0.0006527415144,0.1964751958
1195,0.0003588087549,0.005740940079,0.00215285253,0.4273412271,0.00215285253,0.3896663079,0.0003588087549,0.00215285253,0.1672048798
1196,0.0003588087549,0.0003588087549,0.0003588087549,0.4452816649,0.0003588087549,0.3753139577,0.003946896304,0.003946896304,0.1672048798
1197,0.0003588087549,0.0003588087549,0.0003588087549,0.4955148906,0.0003588087549,0.3609616075,0.0003588087549,0.0003588087549,0.1349120919
